Unnamed: 0,HLM002,HLM004,HLM007,HLM009,HLM010,HLM013,HLM014,HLM016,HLM017,HLM018,HLM025,HLM035,HLM036,HLM042,HLM044,HLM044.1,HLM048,HLM049,HLM051,HLM052,HLM057,HLM059,HLM062,HLM062.1,HLM063,HLM065,HLM067,HLM068,HLM069,HLM072,HLM073,HLM074,HLM074.1,HLM075,HLM076,HLM078,HLM080,HLM081,HLM082,HLM083,HLM085,HLM086,HLM087,HLM090,HLM096,HLM097,HLM097.1,HLM100,HLM109,HLM110,HLM112,HLM114,HLM116,HLM118,HLM119,HLM120,HLM122,HLM123,HLM124,HLM127,HLM130,HLM132,HLM135,HLM136,HLM137,HLM138,HLM140,HLM141,HLM142,HLM143,HLM144,HLM145,HLM146,HLM147,HLM148,HLM152,HLM155,HLM157,HLM161,HLM162,HLM163,HLM165,HLM166,HLM171,HLM172,HLM173,HLM174,HLM175,HLM176,HLM178,HLM179,HLM180,HLM183,HLM184,HLM184.1,HLM186,HLM187,HLM188,HLM189,HLM190
ENSG00000284616,25,30,0,0,20,29,1,0,0,95,0,14,12,3,10,6,7,55,2,5,29,0,5,0,5,0,8,0,0,2,43,0,0,8,4,0,0,0,48,0,17,0,0,18,0,12,2,0,55,0,17,0,0,19,0,17,35,0,0,6,0,25,7,10,8,0,61,79,0,0,6,0,0,0,0,7,64,0,21,0,5,47,0,0,20,0,10,0,5,11,0,13,17,10,26,16,71,0,7,29
ENSG00000284616,47,0,65,0,0,15,0,9,10,20,1,178,77,1,15,4,0,40,5,2,61,8,1,19,30,2,0,30,0,5,31,0,33,0,0,0,22,12,10,0,1,0,0,0,29,34,11,1,49,0,0,2,0,12,3,77,62,2,0,9,0,7,11,16,0,121,32,24,24,14,0,19,11,15,31,0,0,0,0,145,3,0,27,2,0,0,6,24,9,0,6,16,132,0,0,0,28,12,0,6
ENSG00000279928,27,3,120,6,0,41,1,1,18,203,4,82,123,26,1,2,16,49,2,0,33,18,16,0,0,13,0,6,0,10,58,102,8,3,0,0,4,0,0,12,0,5,4,9,72,22,17,5,0,3,14,24,2,0,12,86,0,2,16,0,91,4,24,0,0,84,0,25,16,34,9,3,37,16,19,1,0,0,3,20,2,14,5,10,4,0,0,0,0,7,0,14,0,51,15,28,0,6,0,0
ENSG00000284616,26,0,3,2,3,28,0,13,1,0,2,14,93,0,0,1,0,2,5,4,0,16,0,0,35,0,4,0,2,0,34,104,30,8,2,5,2,46,12,5,3,0,0,26,0,28,7,13,12,4,3,34,12,4,5,0,25,0,61,4,69,0,35,10,0,24,25,0,7,8,0,0,0,15,0,0,0,0,0,144,0,21,12,0,2,52,0,44,0,8,16,18,179,24,1,12,15,44,15,0
ENSG00000284616,7,0,13,12,13,58,2,0,19,127,1,29,53,21,0,10,0,39,1,1,0,7,0,6,15,19,10,20,14,3,0,70,13,31,6,5,0,0,51,14,0,0,0,6,84,53,4,0,57,6,0,80,43,3,0,35,50,0,19,0,44,0,0,0,8,0,15,95,0,14,0,11,0,0,35,4,22,22,6,14,0,0,0,25,0,0,9,0,0,0,5,8,64,0,7,15,0,0,20,16
ENSG00000157911,13,0,73,16,59,43,1,7,2,108,0,54,32,47,0,0,0,101,2,0,0,9,4,25,21,2,4,0,0,17,43,55,54,12,15,6,0,30,15,20,7,0,0,49,38,0,17,1,41,2,41,0,56,11,2,0,27,3,0,0,100,5,41,7,1,52,0,21,18,0,0,0,20,9,0,0,0,10,13,8,4,0,47,0,4,0,0,14,10,6,11,0,52,0,9,47,34,9,0,0
ENSG00000157911,0,38,68,0,26,27,1,4,6,0,0,0,0,0,0,1,27,10,0,1,16,35,16,31,44,13,2,0,17,0,31,141,63,0,0,0,2,26,38,36,5,0,2,0,0,18,0,4,1,2,18,0,17,0,5,0,6,0,0,0,76,0,12,17,4,47,0,48,0,2,0,0,4,0,55,14,20,114,8,105,15,0,19,27,0,0,10,0,3,0,24,76,0,0,16,2,45,5,0,29
ENSG00000279928,69,12,22,1,45,0,1,29,7,0,0,74,51,13,0,8,16,31,2,0,33,0,3,22,0,0,12,0,2,12,17,26,2,7,0,5,4,0,25,0,0,6,0,17,0,0,23,0,0,1,0,115,0,1,0,26,10,2,50,11,0,24,0,0,48,43,28,0,38,32,2,4,31,13,22,10,68,6,6,0,9,28,37,0,6,0,6,29,0,2,1,11,170,0,26,41,0,7,15,42
ENSG00000157911,2,62,91,6,0,22,0,5,0,9,0,0,37,21,11,0,9,39,1,0,27,3,0,38,39,8,0,24,5,0,12,0,51,9,0,4,3,15,0,3,4,7,0,27,0,0,0,4,86,4,19,0,0,2,2,0,17,0,17,0,0,16,13,2,0,49,36,14,9,0,4,0,26,0,74,0,34,0,9,0,14,0,33,26,0,2,0,0,6,6,5,0,44,0,4,54,12,22,5,0
ENSG00000279928,78,0,59,2,16,10,0,20,0,15,8,69,6,50,0,3,1,44,0,0,0,6,7,43,29,4,3,13,4,11,18,0,27,18,8,0,3,34,33,3,0,24,10,25,0,3,15,15,91,3,47,13,19,13,4,114,5,0,60,13,8,1,43,19,33,103,0,4,0,0,2,11,39,13,59,0,9,0,0,22,4,33,23,8,0,28,13,20,17,0,13,25,16,0,18,24,32,0,0,38
ENSG00000157911,5,64,0,2,0,13,0,0,1,20,0,0,0,31,3,2,26,8,0,0,0,2,0,11,12,7,9,5,15,3,52,19,15,8,5,2,14,70,27,22,11,13,6,0,0,4,20,0,0,1,0,0,8,0,0,28,0,0,0,0,0,0,1,1,0,0,18,27,47,0,1,14,11,10,21,2,15,5,15,0,6,42,13,14,14,1,11,27,20,0,0,14,270,82,13,55,0,41,8,52
ENSG00000284616,27,35,7,16,0,1,0,25,3,0,1,109,122,26,7,0,7,48,0,0,0,2,0,0,0,0,0,4,0,7,11,0,0,27,10,4,10,0,36,18,10,20,0,17,98,15,17,2,0,0,27,0,4,0,2,0,106,1,30,0,0,0,0,11,43,37,3,33,20,51,7,14,42,0,0,0,6,17,4,0,4,17,3,17,0,23,0,0,26,10,14,0,167,40,28,20,41,8,14,73
ENSG00000142611,8,0,75,7,0,15,0,16,6,8,0,103,23,12,5,2,6,18,0,1,27,15,5,0,0,11,7,0,6,17,31,63,0,41,0,0,0,39,45,38,5,0,10,64,84,23,0,4,21,0,0,0,30,21,2,94,0,5,11,10,0,19,13,8,22,6,59,0,0,0,5,0,14,6,47,0,5,97,0,49,2,0,0,2,13,35,1,9,0,21,4,4,0,0,21,0,9,8,20,64
ENSG00000284616,41,19,0,3,29,40,1,5,0,114,0,77,102,0,0,0,3,23,1,3,68,2,5,0,8,4,2,0,4,0,57,0,0,21,5,3,3,4,8,7,0,14,8,33,31,4,0,10,29,0,31,47,26,5,6,21,31,0,7,12,0,21,20,15,0,113,23,0,0,6,10,4,17,8,26,0,2,28,26,159,15,0,3,0,0,26,11,5,0,0,14,38,72,61,1,0,43,2,17,17
ENSG00000284616,35,0,91,4,24,45,2,13,4,83,0,0,0,23,2,5,0,35,0,0,54,3,0,8,0,9,19,33,0,0,0,119,38,0,19,17,6,0,45,0,9,9,0,26,21,36,0,9,51,0,41,41,0,4,2,84,12,5,0,0,0,5,46,0,0,81,15,25,34,36,1,15,0,0,0,2,63,0,7,0,0,23,23,39,0,5,0,0,0,16,10,14,54,70,14,12,2,14,0,17
ENSG00000157911,0,24,32,0,0,0,2,4,0,0,0,72,108,0,7,1,15,37,2,0,36,0,0,18,0,6,6,32,3,0,27,29,49,0,3,14,0,42,11,0,21,1,15,35,0,41,9,0,17,0,11,0,11,7,0,18,25,2,37,8,45,4,2,11,0,39,15,31,9,0,10,0,0,6,24,3,112,2,12,51,11,9,34,0,17,22,0,68,10,10,14,25,0,95,0,30,17,17,25,13
ENSG00000284616,0,30,141,0,3,30,2,15,0,117,14,74,0,0,0,0,1,0,2,5,0,11,5,38,34,12,14,0,18,10,19,113,0,50,0,2,6,5,35,16,4,13,0,23,0,27,0,3,0,0,0,0,0,13,2,16,19,4,64,0,20,9,25,14,0,37,24,0,22,31,0,0,19,0,39,0,32,32,13,58,0,5,0,67,13,56,8,79,12,10,12,22,0,25,20,0,52,0,0,24
ENSG00000157911,13,16,128,17,33,18,2,14,2,76,0,0,132,22,0,0,13,0,4,2,23,1,0,15,0,4,9,20,7,7,0,0,58,48,3,2,8,0,0,24,28,3,13,35,0,23,10,4,50,3,5,26,9,15,0,0,31,2,37,19,23,0,0,1,53,0,0,11,4,26,0,9,32,14,43,8,39,96,13,0,0,36,0,0,12,9,8,0,4,6,0,33,82,2,27,23,39,0,0,35
ENSG00000279928,40,83,0,0,15,0,0,0,1,5,5,110,35,0,0,0,0,0,0,0,0,8,0,24,18,2,10,38,2,7,17,81,3,17,10,1,2,11,0,3,2,4,0,10,51,27,8,6,0,0,32,0,24,12,0,0,9,1,43,10,6,10,6,0,0,0,10,18,22,11,5,10,1,7,11,0,21,47,18,69,11,8,8,32,23,44,0,25,0,5,10,9,147,0,30,8,0,0,22,0
ENSG00000142611,18,24,0,24,0,0,0,8,13,0,0,0,107,22,0,2,11,0,2,1,47,2,5,15,5,0,2,67,12,9,30,0,5,3,0,0,11,43,7,0,2,17,8,14,48,0,0,0,0,2,22,0,0,5,0,0,0,0,22,19,0,4,20,0,25,32,17,54,31,6,0,16,0,0,9,4,14,0,16,0,5,14,40,22,3,15,16,3,10,10,13,58,149,3,0,24,11,22,23,0
ENSG00000157911,17,18,0,4,0,35,2,0,0,0,0,8,11,0,0,2,0,46,1,0,23,6,5,0,23,9,2,45,0,14,45,0,0,16,1,0,0,1,15,2,5,9,16,14,31,5,14,11,0,2,2,0,11,11,2,147,9,3,0,6,28,13,18,16,17,33,42,34,33,0,0,6,0,1,92,0,94,11,4,90,7,9,29,20,8,0,5,0,0,12,18,17,107,0,0,19,0,1,29,21
ENSG00000279928,0,2,110,0,9,0,0,10,0,0,0,51,0,0,0,0,38,0,0,0,61,16,6,11,14,4,2,13,1,1,33,0,0,0,0,0,9,58,21,0,9,21,0,0,17,6,0,16,71,0,6,0,0,0,0,0,5,2,0,3,86,18,19,26,21,0,14,5,1,22,3,10,0,1,43,11,0,40,5,9,9,19,29,0,0,47,6,17,5,12,26,16,0,244,0,0,13,22,27,28
ENSG00000279928,23,29,0,16,25,0,2,0,7,0,8,0,9,0,6,0,0,11,2,1,36,0,0,23,28,11,0,0,0,3,15,75,9,6,7,0,0,46,15,27,9,0,15,0,27,41,0,0,67,0,11,22,5,4,4,0,24,3,1,14,0,15,0,22,6,100,54,0,0,17,2,8,0,9,19,10,123,23,25,32,12,0,23,0,0,20,0,0,2,4,3,30,61,0,37,25,2,1,6,44
ENSG00000279928,18,5,0,0,10,0,0,8,13,21,5,24,11,12,0,0,0,47,2,1,25,12,0,4,0,10,0,39,0,0,14,0,42,0,15,1,19,19,24,0,11,8,0,26,89,0,3,16,0,3,13,35,11,0,0,19,5,0,19,10,0,8,0,20,10,30,0,16,5,27,9,0,0,10,0,0,44,0,14,79,0,57,14,0,4,41,0,22,23,0,17,1,0,31,0,17,0,11,30,28
ENSG00000142611,10,14,0,7,0,21,0,10,13,0,0,29,29,26,0,2,0,0,0,4,0,5,8,2,11,2,0,24,0,4,46,68,66,22,11,0,20,16,0,36,0,7,0,33,28,19,6,8,0,0,27,0,24,3,1,45,3,2,31,25,0,0,18,0,5,0,35,0,11,0,0,0,22,13,25,2,70,0,17,0,8,0,7,32,24,40,0,126,0,2,0,5,5,0,24,22,14,17,42,0
ENSG00000157911,12,29,151,11,2,52,0,23,12,94,3,34,4,8,4,3,23,63,4,0,0,0,9,0,9,10,6,1,0,8,0,11,30,0,10,7,3,90,3,0,0,1,0,10,0,0,0,13,73,0,3,0,2,0,5,77,0,0,62,5,0,10,25,1,0,0,52,22,5,13,4,18,0,5,34,0,42,0,2,64,18,4,16,39,5,7,0,32,4,0,4,0,0,0,17,35,18,34,19,16
ENSG00000157911,26,19,10,0,34,23,0,0,9,89,0,39,95,3,1,0,21,0,5,0,0,12,0,0,9,9,13,7,0,9,2,19,0,1,0,5,0,40,21,21,18,12,1,23,27,11,22,0,52,0,8,22,11,0,4,12,0,0,19,0,47,0,34,5,12,72,77,0,0,0,9,13,9,6,0,24,39,57,17,0,10,10,0,6,5,6,28,0,7,7,2,0,89,0,30,23,58,0,0,0
ENSG00000142611,41,19,55,7,0,2,0,10,7,0,2,0,85,0,11,5,0,47,4,1,55,0,13,16,27,0,0,7,6,0,38,153,18,0,0,7,7,0,41,0,11,0,11,30,55,0,21,0,81,3,6,25,0,5,0,47,0,0,0,2,72,15,3,7,0,0,8,8,38,24,0,0,28,0,42,22,42,77,2,0,0,9,0,0,0,7,8,0,9,1,10,1,166,0,0,0,65,37,65,29
ENSG00000142611,17,13,189,0,0,21,0,11,2,0,6,41,86,7,7,0,8,24,1,2,33,16,4,6,17,0,10,32,0,0,2,15,0,33,0,9,9,38,35,2,7,2,0,40,0,17,0,0,80,6,11,62,0,3,0,23,47,3,33,10,22,24,20,0,76,39,28,0,17,1,0,6,16,8,0,18,40,60,10,0,0,0,28,7,0,43,0,0,0,10,13,2,71,0,31,5,13,12,5,1
ENSG00000157911,6,0,0,0,31,0,0,20,0,36,2,0,0,27,5,2,22,49,0,4,37,4,9,0,3,12,8,16,0,0,2,78,0,0,0,0,5,63,19,0,0,24,3,0,62,0,6,1,54,0,16,0,38,2,1,77,57,0,34,0,56,7,4,0,15,56,0,0,0,0,1,0,0,9,16,36,46,99,11,0,0,10,20,3,4,24,0,12,0,15,0,0,46,19,26,41,66,18,0,56
ENSG00000157911,21,0,0,6,38,0,0,19,0,109,0,0,0,9,11,0,5,20,2,2,46,16,6,0,13,0,0,20,15,0,32,0,49,5,3,0,8,63,26,0,7,8,0,0,61,0,1,5,0,4,4,72,8,0,2,0,0,0,0,1,0,0,3,0,84,15,0,15,2,0,0,19,4,6,30,20,0,35,0,133,2,0,0,16,0,2,0,112,9,7,19,41,94,63,18,0,36,4,28,8
ENSG00000157911,31,16,57,9,7,0,1,0,2,0,4,61,0,17,13,4,10,0,4,2,38,8,3,0,22,9,0,16,13,20,24,0,0,5,0,0,4,13,51,31,6,0,21,15,52,2,0,0,76,0,0,27,0,10,2,110,0,3,0,19,50,33,23,0,49,11,26,57,36,18,6,0,19,4,0,8,40,62,0,40,12,26,39,0,3,8,0,126,4,0,0,38,51,0,13,4,76,0,22,0
ENSG00000284616,39,37,73,12,56,7,0,32,0,107,0,105,43,40,3,0,0,24,3,0,0,11,0,28,0,5,4,53,0,1,43,26,9,0,0,12,13,20,10,38,14,0,23,36,23,0,18,11,0,3,11,121,0,22,3,52,0,0,5,27,51,15,3,19,16,83,22,0,47,0,14,7,0,9,0,17,60,84,0,22,14,1,0,40,0,0,10,45,17,0,25,3,57,0,25,37,35,14,32,17
ENSG00000157911,35,0,172,0,61,34,0,0,9,166,0,0,0,38,0,4,0,59,0,1,23,0,8,0,11,12,0,0,0,2,25,60,3,1,0,6,13,58,15,17,0,1,0,5,68,0,15,0,49,0,9,0,24,0,0,44,39,2,0,17,0,0,1,0,26,53,10,23,56,34,7,0,10,0,45,0,90,0,20,16,0,0,11,39,0,0,0,6,14,0,5,22,120,0,15,0,0,11,4,0
ENSG00000157911,5,48,23,20,5,12,0,10,8,136,9,27,0,0,0,2,26,56,3,9,0,3,6,31,13,15,4,0,0,0,38,110,0,1,0,0,0,20,0,26,18,2,0,3,18,0,11,0,33,2,0,65,0,0,0,101,4,0,36,0,0,2,37,0,0,53,0,16,28,12,9,8,0,0,26,0,33,0,6,31,0,36,1,10,0,0,4,37,0,0,7,53,0,0,0,36,0,26,46,25
ENSG00000228037,39,25,0,18,0,61,2,0,17,27,2,0,128,34,0,0,0,0,6,1,5,0,0,4,11,13,2,16,0,0,0,28,0,13,0,0,9,79,0,23,9,13,6,24,16,10,4,20,123,0,28,0,0,0,5,0,16,3,21,0,4,5,18,14,20,42,0,19,0,0,3,5,0,4,39,18,1,0,0,25,0,0,33,0,8,0,7,9,0,0,18,38,0,23,43,18,12,22,33,10
ENSG00000284616,12,20,31,14,0,48,0,0,0,0,0,0,0,29,0,1,36,0,6,0,0,16,0,20,0,20,0,23,0,17,0,24,27,59,0,10,0,8,40,0,0,10,12,4,0,0,12,5,14,1,11,0,0,8,1,88,0,0,36,0,33,5,0,6,28,9,0,6,0,35,7,0,0,3,7,0,60,16,1,34,13,34,0,55,0,0,7,25,20,0,0,47,96,60,0,31,0,0,3,0
ENSG00000157911,0,16,71,6,7,25,0,0,7,18,0,0,21,21,2,10,0,31,1,2,0,9,8,13,34,12,1,4,2,17,9,0,0,0,2,9,4,53,26,10,13,6,19,33,0,32,0,14,0,1,21,23,26,0,0,105,17,0,30,2,83,0,4,6,0,19,22,0,0,0,0,14,0,2,83,33,106,0,9,0,8,24,0,6,7,0,9,37,1,0,11,4,0,0,30,43,13,0,0,41
ENSG00000279928,0,0,26,14,28,0,0,23,17,68,0,82,97,23,0,0,0,39,4,2,35,0,2,19,18,0,6,11,0,0,22,0,32,45,7,1,13,117,75,0,2,4,0,3,14,0,14,0,61,4,7,0,0,0,0,0,9,7,0,9,35,10,0,3,21,0,0,15,41,19,5,8,7,0,0,20,7,0,4,40,12,40,34,18,2,26,4,18,18,0,0,11,52,156,0,0,38,26,17,6
ENSG00000284616,15,24,190,0,0,0,0,2,4,0,0,2,30,14,0,3,34,39,1,4,0,18,0,46,0,0,2,21,0,0,36,158,32,23,5,1,4,0,26,0,17,2,0,16,11,0,18,3,19,3,19,0,31,0,0,56,28,3,6,14,96,0,0,16,4,94,27,0,7,20,5,9,8,0,64,3,79,21,10,0,7,23,2,3,0,0,20,82,0,6,6,0,40,73,0,0,51,6,19,0
ENSG00000284616,0,42,0,0,46,2,1,0,17,11,8,0,91,40,4,4,26,15,0,2,0,6,0,27,0,13,0,22,4,5,52,120,45,0,0,0,5,34,12,0,0,0,0,18,22,0,6,0,39,2,16,3,20,5,3,0,0,3,58,10,27,44,37,0,10,11,0,0,0,0,3,1,0,0,0,2,0,46,0,0,2,4,0,9,0,39,10,63,18,18,20,0,10,0,14,0,0,0,16,56
ENSG00000228037,9,25,32,11,27,0,1,34,22,79,3,112,25,0,0,5,12,48,0,0,12,0,0,13,42,3,6,42,3,2,1,115,14,3,6,12,1,28,15,0,0,0,8,18,0,1,19,0,81,6,9,0,3,0,0,39,0,1,35,0,2,28,0,23,49,60,14,27,16,8,0,0,0,11,88,2,64,135,2,0,14,0,2,5,0,8,0,82,40,4,28,0,0,0,19,6,0,17,0,49
ENSG00000279928,50,48,0,1,48,30,1,17,0,120,0,0,0,20,1,7,8,33,5,0,30,9,4,0,28,7,4,20,17,0,45,0,0,0,0,0,24,72,24,3,5,6,14,36,69,29,11,9,0,0,0,4,0,0,1,65,0,0,47,10,33,5,0,10,0,0,31,14,0,25,5,10,28,2,37,3,33,56,10,0,8,32,38,0,6,0,0,0,0,1,20,0,158,93,0,0,0,29,53,27
ENSG00000157911,21,10,34,32,16,22,3,0,0,19,0,0,12,31,6,0,8,0,0,0,16,0,0,51,28,1,11,24,0,0,6,54,60,48,0,8,0,0,8,27,0,13,9,5,0,24,6,0,28,0,13,70,3,2,0,16,19,0,6,9,6,0,15,0,0,53,0,0,11,4,0,14,0,3,51,18,65,12,7,4,3,30,0,14,6,18,11,64,25,13,18,84,0,116,23,51,39,16,2,15
ENSG00000284616,16,15,168,0,6,28,1,0,12,47,8,0,59,61,7,3,0,8,0,4,19,9,0,0,34,7,6,36,0,5,22,30,18,10,12,11,11,0,19,21,16,9,0,43,0,0,16,5,50,0,0,0,0,6,5,84,0,3,26,16,16,0,0,0,17,35,0,30,8,37,15,0,0,5,59,17,1,55,0,185,6,0,0,0,0,3,0,22,0,0,12,51,69,8,0,0,0,0,28,7
ENSG00000228037,46,18,76,18,5,19,0,5,0,0,2,39,21,0,5,0,10,0,2,0,8,7,0,0,0,3,4,20,4,0,55,13,7,0,24,10,1,22,0,0,0,10,6,35,30,24,11,1,0,0,0,0,69,2,0,18,0,3,33,8,58,14,24,0,0,50,45,70,20,38,0,0,0,0,43,0,103,14,3,159,7,4,23,37,8,0,0,0,0,18,3,58,109,0,6,0,45,6,0,0
ENSG00000228037,72,0,74,0,10,0,0,8,2,85,7,140,121,15,6,0,6,0,3,0,54,0,0,0,0,11,6,21,9,0,0,131,14,2,5,2,11,35,43,3,5,16,7,0,21,21,15,7,51,0,0,0,8,6,3,17,16,0,0,7,29,1,0,1,40,76,0,0,0,19,9,17,0,0,50,26,42,97,11,96,8,26,24,19,2,20,3,39,23,0,8,15,9,0,23,3,0,41,0,17
ENSG00000284616,0,0,0,0,41,51,2,24,1,0,1,12,39,0,1,1,0,59,5,2,18,7,3,0,34,4,8,0,6,9,21,83,35,27,0,1,0,28,5,42,8,14,3,0,0,0,5,6,57,1,0,93,31,2,6,96,26,0,0,0,85,22,0,0,37,2,0,28,38,35,6,0,0,1,52,7,11,23,0,95,17,1,40,23,7,0,13,0,6,14,0,42,69,28,2,14,0,23,47,37
ENSG00000279928,0,3,49,0,61,4,1,3,0,117,4,0,124,8,1,0,13,15,0,3,65,0,4,0,12,2,4,41,4,4,13,25,48,40,6,1,6,8,0,14,2,28,0,4,23,50,0,21,0,2,19,0,84,0,0,38,50,4,10,9,0,19,0,0,62,40,10,0,19,15,2,15,45,8,39,0,40,140,12,70,22,49,13,0,7,9,11,0,32,5,8,31,60,0,45,15,44,0,6,44
ENSG00000142611,10,0,26,11,0,23,0,7,8,292,2,104,52,24,12,1,7,66,7,0,0,4,2,0,16,0,4,0,4,0,6,49,27,19,16,0,0,7,29,17,0,19,6,0,98,14,14,9,0,0,0,45,0,0,4,8,77,0,20,0,0,15,0,21,41,0,49,71,26,0,0,0,15,5,0,20,2,0,9,82,7,12,21,5,14,9,0,9,7,4,0,14,4,65,11,17,48,0,18,4
ENSG00000157911,0,0,118,12,33,41,1,2,6,5,7,59,55,90,0,7,36,43,0,0,41,13,8,0,0,14,7,25,0,2,18,109,16,36,18,7,3,31,0,7,1,15,17,31,16,7,22,16,136,0,37,0,0,0,5,0,0,0,0,5,130,18,0,0,0,54,17,64,0,44,4,0,45,0,0,0,0,8,1,0,0,53,0,17,2,0,18,68,0,0,0,22,49,18,10,20,3,29,30,8
ENSG00000157911,0,39,58,0,22,16,1,0,23,0,2,119,0,0,4,0,30,32,3,2,24,6,5,0,34,12,0,7,5,0,26,46,0,3,7,6,9,0,36,0,29,2,0,5,0,27,2,0,84,0,0,7,48,12,0,56,0,0,47,9,0,12,0,0,36,6,6,48,52,32,1,0,0,14,30,0,74,129,9,0,0,9,5,0,0,0,10,22,15,0,0,7,0,58,3,21,46,20,33,31
ENSG00000157911,1,42,20,0,0,0,0,12,2,25,1,18,0,35,2,0,29,20,1,4,0,6,4,0,11,14,3,37,0,0,28,0,11,29,6,0,11,49,2,11,7,0,7,15,0,11,23,0,40,0,38,0,19,8,6,23,14,0,13,25,0,6,0,0,61,53,32,0,0,36,0,24,23,10,0,0,0,0,10,0,3,0,0,39,8,20,0,8,23,0,0,0,0,0,36,34,9,0,0,3
ENSG00000228037,7,0,0,21,16,0,0,6,11,294,2,0,67,10,0,0,0,33,3,3,5,11,11,5,0,18,21,0,12,7,14,58,18,0,12,0,0,8,0,13,0,11,0,4,43,11,0,11,14,0,23,15,0,0,3,63,0,0,32,0,40,36,0,26,64,51,33,36,25,0,7,0,7,0,0,9,36,60,4,71,0,9,20,36,0,29,11,61,17,0,5,27,175,14,0,54,18,11,22,60
ENSG00000228037,54,0,38,0,0,35,0,3,10,2,4,0,56,25,2,6,13,22,7,0,0,10,6,57,24,4,0,42,8,0,25,0,4,4,4,0,6,0,2,48,12,0,14,17,0,40,15,11,0,0,0,33,34,6,5,12,0,3,28,14,36,24,31,0,41,19,0,0,6,37,0,16,21,0,48,5,33,0,15,84,13,24,12,14,5,32,3,0,0,15,3,13,52,0,0,0,44,38,11,0
ENSG00000157911,75,2,79,0,0,0,0,0,10,99,2,22,54,50,2,0,11,26,2,0,70,11,0,10,1,9,0,32,16,6,0,0,0,55,0,1,20,88,31,64,0,27,0,21,57,24,21,0,0,3,7,1,36,16,3,30,0,3,30,12,0,11,18,25,19,0,56,1,11,19,4,0,5,0,1,0,0,19,4,64,6,43,17,17,0,34,8,0,2,4,0,18,54,41,0,0,31,24,0,27
ENSG00000142611,30,48,111,19,0,0,2,13,0,0,0,19,47,0,0,2,17,0,1,1,0,12,5,45,39,0,0,41,11,0,11,66,42,19,6,10,0,0,0,48,0,22,7,6,0,19,17,6,53,0,35,108,0,0,0,0,62,1,45,0,47,22,10,0,0,0,0,12,0,0,0,0,17,7,0,9,141,0,16,0,8,4,15,0,19,45,0,0,0,0,16,25,106,0,25,12,18,2,38,5
ENSG00000228037,23,14,20,0,0,25,0,11,5,54,1,106,0,25,1,5,27,0,0,5,23,17,5,22,2,0,5,0,0,13,15,0,3,0,8,5,13,67,25,20,11,13,20,15,76,0,0,11,2,0,30,0,45,0,2,0,38,0,0,20,94,16,10,0,0,0,0,0,24,0,0,0,31,4,2,17,9,38,10,45,9,0,14,10,8,35,7,61,0,0,0,80,0,86,39,34,42,24,34,28
ENSG00000142611,43,11,180,0,34,8,0,0,0,101,0,0,113,42,0,6,0,37,2,4,0,9,8,0,0,15,0,60,0,8,29,108,0,9,0,6,7,2,32,11,0,1,1,20,0,15,17,1,80,4,6,0,50,15,0,17,27,0,0,0,0,6,18,0,26,54,18,3,0,9,12,10,0,10,73,0,0,45,7,0,8,0,42,18,21,39,22,3,0,18,8,30,40,0,10,19,0,0,4,12
ENSG00000279928,69,12,0,0,7,0,0,8,14,65,0,0,0,7,0,4,11,0,2,1,19,20,0,0,33,4,9,0,0,13,0,130,58,30,0,2,3,0,56,6,13,0,7,0,24,0,0,7,20,1,4,41,31,2,1,90,39,2,50,5,62,0,38,12,29,44,29,7,4,13,9,13,0,6,18,13,0,61,5,0,5,0,38,21,0,0,0,0,1,11,7,0,11,41,30,0,58,1,8,74
ENSG00000228037,19,2,0,0,23,54,2,11,4,210,2,117,40,12,0,0,0,117,4,6,34,3,5,30,0,21,0,14,11,4,22,78,40,39,0,0,0,28,40,19,4,3,7,0,20,0,5,0,10,5,21,0,50,9,4,51,35,0,0,0,0,8,14,12,33,0,13,14,0,32,10,0,12,0,7,20,0,0,21,0,2,0,75,33,0,10,10,27,11,6,10,48,87,33,29,33,16,36,29,62
ENSG00000142611,0,0,17,18,0,0,0,7,0,0,0,0,2,0,1,0,31,7,0,0,18,7,0,12,7,0,0,55,5,0,13,47,0,0,0,0,0,22,48,16,4,0,12,3,101,13,4,5,23,3,16,68,0,8,1,88,11,0,12,0,32,0,4,18,80,63,36,17,30,2,2,3,27,4,46,0,65,110,10,78,21,27,56,16,7,41,4,93,0,3,6,28,216,80,35,0,74,1,0,13
ENSG00000284616,22,0,276,0,0,36,3,4,13,0,1,90,126,0,13,0,20,0,0,0,50,20,8,29,0,8,0,0,16,4,22,39,0,0,11,0,0,40,52,0,6,8,8,0,58,26,0,9,29,0,1,6,22,3,1,0,14,0,37,11,0,2,20,8,0,4,44,36,14,0,1,0,28,0,0,1,0,19,9,26,5,0,0,4,1,18,22,0,13,0,7,0,2,0,21,39,0,12,9,15
ENSG00000228037,29,12,108,8,95,9,0,0,0,208,7,5,164,0,0,2,0,30,1,0,0,27,10,7,26,13,8,0,10,13,22,70,0,31,0,0,8,13,35,0,0,0,3,10,85,13,0,0,27,2,0,36,0,0,4,87,0,2,23,17,17,9,6,10,22,0,0,0,48,1,7,9,1,7,61,44,23,8,11,0,3,12,9,10,10,0,0,52,0,1,5,20,0,4,33,51,31,16,0,34
